url,name,price_sale,price_original,discount,breadcrumbs,rating,reviews,images,variantes,category_1,category_2,category_3,category_4
https://www.revolutionbeauty.com/intl/fr/maquillage/teint/palette-teint/revolution-everything-base-face-icon-complexion-palette-light/1874410.html,revolution everything base face icon complexion palette light,12.99,,,maquillage > teint > palette teint,4.4,5,"[""data/images\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_0\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_1.jpg"", ""data/images\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_0\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_2.jpg"", ""data/images\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_0\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_3.jpg"", ""data/images\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_0\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_4.jpg"", ""data/images\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_0\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_5.jpg"", ""data/images\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_0\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_6.jpg"", ""data/images\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_0\\Revolution_Everything_Base_Face_Icon_Complexion_Palette_Light_7.jpg""]","[{""name"": ""Light"", ""id"": ""1874410"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-everything-base-face-icon-complexion-palette_color=Light&pid=revolution-everything-base-face-icon-complexion-palette""}, {""name"": ""Medium"", ""id"": ""1876834"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-everything-base-face-icon-complexion-palette_color=Medium&pid=revolution-everything-base-face-icon-complexion-palette""}, {""name"": ""Dark"", ""id"": ""1876841"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-everything-base-face-icon-complexion-palette_color=Dark&pid=revolution-everything-base-face-icon-complexion-palette""}]",maquillage,teint,palette teint,
https://www.revolutionbeauty.com/intl/fr/maquillage/teint/blush/revolution-bouncy-blur-blush/revolution-bouncy-blur-blush.html,revolution bouncy blur blush,6.99,,,maquillage > teint > blush,4.9,18,"[""data/images\\Revolution_Bouncy_Blur_Blush_1\\Revolution_Bouncy_Blur_Blush_1.jpg"", ""data/images\\Revolution_Bouncy_Blur_Blush_1\\Revolution_Bouncy_Blur_Blush_2.jpg"", ""data/images\\Revolution_Bouncy_Blur_Blush_1\\Revolution_Bouncy_Blur_Blush_3.jpg"", ""data/images\\Revolution_Bouncy_Blur_Blush_1\\Revolution_Bouncy_Blur_Blush_4.jpg""]","[{""name"": ""Light As A Cloud Peachy Pink"", ""id"": ""1932684"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-bouncy-blur-blush_color=Light%20As%20A%20Cloud%20Peachy%20Pink&pid=revolution-bouncy-blur-blush""}, {""name"": ""Blurry Rose"", ""id"": ""1932707"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-bouncy-blur-blush_color=Blurry%20Rose&pid=revolution-bouncy-blur-blush""}, {""name"": ""Paprika Pop Soft Bronze"", ""id"": ""1932745"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-bouncy-blur-blush_color=Paprika%20Pop%20Soft%20Bronze&pid=revolution-bouncy-blur-blush""}, {""name"": ""Bubble Bounce Lilac Pink"", ""id"": ""1932714"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-bouncy-blur-blush_color=Bubble%20Bounce%20Lilac%20Pink&pid=revolution-bouncy-blur-blush""}, {""name"": ""Coral Blur Burst"", ""id"": ""1932721"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-bouncy-blur-blush_color=Coral%20Blur%20Burst&pid=revolution-bouncy-blur-blush""}, {""name"": ""Bouncy Berry"", ""id"": ""1932691"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-bouncy-blur-blush_color=Bouncy%20Berry&pid=revolution-bouncy-blur-blush""}]",maquillage,teint,blush,
https://www.revolutionbeauty.com/intl/fr/maquillage/palette-yeux/revolution-the-cherry-icon-rich-berry-eyeshadow-palette/1874298.html,revolution the cherry icon rich berry eyeshadow palette,8.99,6.99,50.0,maquillage > palette yeux,4.7,6,"[""data/images\\Revolution_The_Cherry_Icon_Rich_Berry_Eyeshadow_Palette_2\\Revolution_The_Cherry_Icon_Rich_Berry_Eyeshadow_Palette_1.jpg"", ""data/images\\Revolution_The_Cherry_Icon_Rich_Berry_Eyeshadow_Palette_2\\Revolution_The_Cherry_Icon_Rich_Berry_Eyeshadow_Palette_2.jpg"", ""data/images\\Revolution_The_Cherry_Icon_Rich_Berry_Eyeshadow_Palette_2\\Revolution_The_Cherry_Icon_Rich_Berry_Eyeshadow_Palette_3.jpg"", ""data/images\\Revolution_The_Cherry_Icon_Rich_Berry_Eyeshadow_Palette_2\\Revolution_The_Cherry_Icon_Rich_Berry_Eyeshadow_Palette_4.jpg""]",[],maquillage,palette yeux,,
https://www.revolutionbeauty.com/intl/fr/maquillage/teint/spray-fixateur/revolution-superfix-ultra-glow-fixing-mist/1867825.html,revolution superfix ultra glow fixing mist,11.99,,,maquillage > teint > spray fixateur,4.8,13,"[""data/images\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_3\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_1.jpg"", ""data/images\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_3\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_2.jpg"", ""data/images\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_3\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_3.jpg"", ""data/images\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_3\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_4.jpg"", ""data/images\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_3\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_5.jpg"", ""data/images\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_3\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_6.jpg"", ""data/images\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_3\\Revolution_Superfix_Ultra_Glow_Fixing_Mist_7.jpg""]","[{""name"": ""Super Hold"", ""id"": ""1231435"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-superfix-fixing-mist_color=Super%20Hold&pid=revolution-superfix-fixing-mist""}, {""name"": ""Hydra Cool"", ""id"": ""1865821"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-superfix-fixing-mist_color=Hydra%20Cool&pid=revolution-superfix-fixing-mist""}, {""name"": ""Ultra Glow"", ""id"": ""1867825"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-superfix-fixing-mist_color=Ultra%20Glow&pid=revolution-superfix-fixing-mist""}]",maquillage,teint,spray fixateur,
https://www.revolutionbeauty.com/intl/fr/maquillage/l%c3%a8vres/encres-a-l%c3%a8vres/revolution-lip-shift-ink-peel-off-lipliner-stain/revolution-lip-shift-ink-peel-off-lipliner-stain.html,revolution lip shift ink peel off lipliner stain,6.99,,,maquillage > levres > encres a levres,4.3,48,"[""data/images\\Revolution_Lip_Shift_Ink_Peel_Off_Lipliner_Stain_4\\Revolution_Lip_Shift_Ink_Peel_Off_Lipliner_Stain_1.jpg"", ""data/images\\Revolution_Lip_Shift_Ink_Peel_Off_Lipliner_Stain_4\\Revolution_Lip_Shift_Ink_Peel_Off_Lipliner_Stain_2.jpg"", ""data/images\\Revolution_Lip_Shift_Ink_Peel_Off_Lipliner_Stain_4\\Revolution_Lip_Shift_Ink_Peel_Off_Lipliner_Stain_3.jpg"", ""data/images\\Revolution_Lip_Shift_Ink_Peel_Off_Lipliner_Stain_4\\Revolution_Lip_Shift_Ink_Peel_Off_Lipliner_Stain_4.jpg"", ""data/images\\Revolution_Lip_Shift_Ink_Peel_Off_Lipliner_Stain_4\\Revolution_Lip_Shift_Ink_Peel_Off_Lipliner_Stain_5.jpg""]","[{""name"": ""Nude Talk"", ""id"": ""1869676"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-lip-shift-ink-peel-off-lipliner-stain_color=Nude%20Talk&pid=revolution-lip-shift-ink-peel-off-lipliner-stain""}, {""name"": ""Rose Inked"", ""id"": ""1869683"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-lip-shift-ink-peel-off-lipliner-stain_color=Rose%20Inked&pid=revolution-lip-shift-ink-peel-off-lipliner-stain""}, {""name"": ""Bitten Cherry"", ""id"": ""1869690"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-lip-shift-ink-peel-off-lipliner-stain_color=Bitten%20Cherry&pid=revolution-lip-shift-ink-peel-off-lipliner-stain""}, {""name"": ""Espress-oh!"", ""id"": ""1869706"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-lip-shift-ink-peel-off-lipliner-stain_color=Espress-oh!&pid=revolution-lip-shift-ink-peel-off-lipliner-stain""}, {""name"": ""Red Reveal"", ""id"": ""1869713"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-lip-shift-ink-peel-off-lipliner-stain_color=Red%20Reveal&pid=revolution-lip-shift-ink-peel-off-lipliner-stain""}, {""name"": ""Hunny Kiss"", ""id"": ""1869720"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-lip-shift-ink-peel-off-lipliner-stain_color=Hunny%20Kiss&pid=revolution-lip-shift-ink-peel-off-lipliner-stain""}]",maquillage,levres,encres a levres,
https://www.revolutionbeauty.com/intl/fr/maquillage/kits-de-maquillage/revolution-ultimate-nude-make-up-gift-set/1868716.html,revolution ultimate nude make up gift set,16.79,27.99,40.0,maquillage > kits de maquillage,4.4,9,"[""data/images\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_5\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_1.jpg"", ""data/images\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_5\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_2.jpg"", ""data/images\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_5\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_3.jpg"", ""data/images\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_5\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_4.jpg"", ""data/images\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_5\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_5.jpg"", ""data/images\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_5\\Revolution_Ultimate_Nude_Make_Up_Gift_Set_6.jpg""]",[],maquillage,kits de maquillage,,
https://www.revolutionbeauty.com/intl/fr/maquillage/yeux/mascara/revolution-wrap-lash-tubing-mascara-black/1853484.html,revolution wrap lash tubing mascara black,10.99,,,maquillage > yeux > mascara,4.7,799,"[""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_Black_6\\Revolution_Wrap_Lash_Tubing_Mascara_Black_1.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_Black_6\\Revolution_Wrap_Lash_Tubing_Mascara_Black_2.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_Black_6\\Revolution_Wrap_Lash_Tubing_Mascara_Black_3.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_Black_6\\Revolution_Wrap_Lash_Tubing_Mascara_Black_4.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_Black_6\\Revolution_Wrap_Lash_Tubing_Mascara_Black_5.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_Black_6\\Revolution_Wrap_Lash_Tubing_Mascara_Black_6.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_Black_6\\Revolution_Wrap_Lash_Tubing_Mascara_Black_7.jpg""]","[{""name"": ""Black"", ""id"": ""1853484"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-wrap-lash-tubing-mascara_color=Black&pid=revolution-wrap-lash-tubing-mascara""}, {""name"": ""Brown"", ""id"": ""1865319"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-wrap-lash-tubing-mascara_color=Brown&pid=revolution-wrap-lash-tubing-mascara""}, {""name"": ""Burgundy"", ""id"": ""1865326"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-wrap-lash-tubing-mascara_color=Burgundy&pid=revolution-wrap-lash-tubing-mascara""}]",maquillage,yeux,mascara,
https://www.revolutionbeauty.com/intl/fr/maquillage/teint/base-de-teint/revolution-superfix-grip-super-glow-primer-gold/1934763.html,revolution superfix grip super glow primer gold,8.99,6.99,25.0,maquillage > teint > base de teint,4.8,12,"[""data/images\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_7\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_1.jpg"", ""data/images\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_7\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_2.jpg"", ""data/images\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_7\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_3.jpg"", ""data/images\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_7\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_4.jpg"", ""data/images\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_7\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_5.jpg"", ""data/images\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_7\\Revolution_Superfix_Grip_Super_Glow_Primer_Gold_6.jpg""]",[],maquillage,teint,base de teint,
https://www.revolutionbeauty.com/intl/fr/maquillage/teint/spray-fixateur/makeup-revolution-superfix-misting-setting-spray/1231435.html,revolution superfix misting setting spray,10.99,6.99,25.0,maquillage > teint > spray fixateur,4.7,304,"[""data/images\\Revolution_Superfix_Misting_Setting_Spray_8\\Revolution_Superfix_Misting_Setting_Spray_1.jpg"", ""data/images\\Revolution_Superfix_Misting_Setting_Spray_8\\Revolution_Superfix_Misting_Setting_Spray_2.jpg"", ""data/images\\Revolution_Superfix_Misting_Setting_Spray_8\\Revolution_Superfix_Misting_Setting_Spray_3.jpg"", ""data/images\\Revolution_Superfix_Misting_Setting_Spray_8\\Revolution_Superfix_Misting_Setting_Spray_4.jpg"", ""data/images\\Revolution_Superfix_Misting_Setting_Spray_8\\Revolution_Superfix_Misting_Setting_Spray_5.jpg"", ""data/images\\Revolution_Superfix_Misting_Setting_Spray_8\\Revolution_Superfix_Misting_Setting_Spray_6.jpg"", ""data/images\\Revolution_Superfix_Misting_Setting_Spray_8\\Revolution_Superfix_Misting_Setting_Spray_7.jpg""]","[{""name"": ""Super Hold"", ""id"": ""1231435"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-superfix-fixing-mist_color=Super%20Hold&pid=revolution-superfix-fixing-mist""}, {""name"": ""Hydra Cool"", ""id"": ""1865821"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-superfix-fixing-mist_color=Hydra%20Cool&pid=revolution-superfix-fixing-mist""}, {""name"": ""Ultra Glow"", ""id"": ""1867825"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-superfix-fixing-mist_color=Ultra%20Glow&pid=revolution-superfix-fixing-mist""}]",maquillage,teint,spray fixateur,
https://www.revolutionbeauty.com/intl/fr/maquillage/yeux/mascara/revolution-wrap-lash-tubing-mascara/revolution-wrap-lash-tubing-mascara.html,revolution wrap lash tubing mascara,10.99,,,maquillage > yeux > mascara,4.7,799,"[""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_9\\Revolution_Wrap_Lash_Tubing_Mascara_1.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_9\\Revolution_Wrap_Lash_Tubing_Mascara_2.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_9\\Revolution_Wrap_Lash_Tubing_Mascara_3.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_9\\Revolution_Wrap_Lash_Tubing_Mascara_4.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_9\\Revolution_Wrap_Lash_Tubing_Mascara_5.jpg"", ""data/images\\Revolution_Wrap_Lash_Tubing_Mascara_9\\Revolution_Wrap_Lash_Tubing_Mascara_6.jpg""]","[{""name"": ""Black"", ""id"": ""1853484"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-wrap-lash-tubing-mascara_color=Black&pid=revolution-wrap-lash-tubing-mascara""}, {""name"": ""Brown"", ""id"": ""1865319"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-wrap-lash-tubing-mascara_color=Brown&pid=revolution-wrap-lash-tubing-mascara""}, {""name"": ""Burgundy"", ""id"": ""1865326"", ""url"": ""https://www.revolutionbeauty.com/on/demandware.store/Sites-revbe-row-Site/fr_FR/Product-Variation?dwvar_revolution-wrap-lash-tubing-mascara_color=Burgundy&pid=revolution-wrap-lash-tubing-mascara""}]",maquillage,yeux,mascara,
